RefSeq ID	spacer_start	spacer_end	direction	confidence
NZ_QBKP01000005	282297	282329	R	HIGH
NZ_QASO01000075	42814	42846	R	HIGH
NZ_QASO01000130	41387	41419	F	MEDIUM
NZ_QASO01000130	41687	41719	F	HIGH
NZ_NESP01000002	131368	131400	F	LOW
NZ_CM001484	1980572	1980605	R	HIGH
NZ_QEEY01000004	206850	206882	R	LOW
NZ_QEEY01000004	208441	208473	R	LOW
NZ_CP026948	2098276	2098308	R	LOW
NZ_CP026948	2098642	2098674	F	LOW
NZ_QEEY01000007	1433	1465	R	LOW
NZ_QEEY01000007	1799	1831	F	LOW
NZ_CP026948	2096202	2096234	R	LOW
NZ_QEEY01000004	205630	205662	F	LOW
NZ_QEEY01000004	206240	206272	R	LOW
NC_007777	3971695	3971729	F	HIGH
NZ_CP026948	2095958	2095990	F	LOW
NC_017846	2006185	2006220	R	LOW
NZ_CP026948	2096568	2096600	R	LOW
NZ_QEEY01000004	206301	206333	R	LOW
NZ_QEEY01000004	207766	207798	F	LOW
NZ_CP026948	2096629	2096661	R	LOW
NZ_QEEY01000004	206728	206760	R	LOW
NZ_CP026948	2098703	2098735	F	LOW
NZ_CP026948	2098764	2098796	F	LOW
NZ_QEEY01000007	1860	1892	F	LOW
NZ_QEEY01000007	1921	1953	F	LOW
NZ_QEEY01000004	209234	209266	R	LOW
NZ_ADOA01000018	4930	4962	R	LOW
NZ_QEEY01000004	209418	209450	R	LOW
NZ_QEEY01000004	209540	209572	R	LOW
NZ_QEEY01000004	204959	204991	R	LOW
NZ_CP026948	2095287	2095319	R	LOW
NZ_QEEY01000004	207522	207554	F	LOW
NZ_QEEY01000004	209784	209816	R	LOW
NZ_QEEY01000004	205691	205723	R	LOW
NZ_CP026948	2096019	2096051	R	LOW
NZ_QEEY01000004	207583	207615	R	MEDIUM
NZ_QEEY01000004	208132	208164	R	LOW
NZ_AMBZ01000003	319441	319477	F	HIGH
NZ_QEEY01000004	204715	204747	R	LOW
NZ_QEEY01000004	209051	209083	R	LOW
NZ_CP026948	2095043	2095075	R	LOW
NZ_QEEY01000004	209357	209389	R	LOW
NZ_CP026948	2096934	2096966	R	LOW
NZ_CP026948	2097300	2097332	R	LOW
NZ_QEEY01000007	91	123	F	LOW
NZ_QEEY01000007	457	489	R	LOW
NZ_QEEY01000004	209479	209511	R	LOW
NZ_QEEY01000004	205386	205418	R	LOW
NZ_AEJQ02000023	196160	196195	R	LOW
NZ_QEEY01000004	208193	208225	R	LOW
NZ_CP026948	2095714	2095746	R	LOW
NZ_QEEY01000004	208990	209022	R	LOW
NZ_QEEY01000004	210211	210243	R	MEDIUM
NZ_CP026948	2096690	2096722	R	LOW
NZ_QCWL01000001	2176206	2176243	R	MEDIUM
NZ_QBJC01000004	245098	245130	R	MEDIUM
NZ_CP028926	469832	469862	F	MEDIUM
NZ_POWU01000010	15650	15684	R	LOW
NZ_POWU01000010	16436	16470	F	LOW
NZ_AJMH02000031	19577	19612	R	LOW
NZ_CP029133	812948	812979	R	MEDIUM
NZ_CP029049	2397442	2397475	R	LOW
NZ_ORYM01000393	1727	1759	F	HIGH
NZ_ORYO01000311	5727	5759	F	MEDIUM
NZ_ORYQ01000367	1582	1614	F	HIGH
CP022449	1856968	1857002	R	HIGH
NZ_ORYP01000396	1527	1559	F	HIGH
NZ_ORYM01000393	1787	1819	R	HIGH
NZ_ORYM01000393	1787	1819	R	HIGH
NZ_ORYO01000311	5667	5699	F	MEDIUM
NZ_ORYP01000396	1587	1619	R	HIGH
NZ_JSVV01000004	8010	8042	F	MEDIUM
NZ_ORYP01000396	1587	1619	R	HIGH
NZ_ORYO01000311	5667	5699	F	MEDIUM
NZ_ORYQ01000367	1642	1674	R	HIGH
NZ_CP021886	1338129	1338159	R	MEDIUM
NZ_QEEY01000004	205874	205906	R	LOW
NZ_QEEY01000004	206911	206943	R	MEDIUM
NZ_CP022188	4201315	4201347	F	MEDIUM
NZ_BFEL01000002	935	967	F	MEDIUM
NZ_BFCK01000264	443	475	F	LOW
NZ_ADOF01000009	29	61	F	MEDIUM
NZ_BFEC01000027	119623	119655	R	HIGH
NC_020419	343726	343756	R	MEDIUM
NC_020419	333167	333200	F	HIGH
NC_020419	333167	333200	F	HIGH
NC_020419	333167	333200	F	HIGH
NC_003143	2769682	2769714	R	MEDIUM
NC_003143	2895554	2895586	F	MEDIUM
NC_003143	2769742	2769775	R	MEDIUM
NC_003143	2895311	2895344	F	HIGH
NZ_ADXN01000019	10663	10695	F	MEDIUM
NC_018227	2637681	2637716	F	HIGH
NC_006814	1542287	1542321	R	MEDIUM
LN590509	4336796	4336831	F	HIGH
NZ_AART01000023	12064	12102	R	MEDIUM
NZ_ACNM01000046	3433	3468	R	HIGH
NZ_ACNM01000046	3433	3468	R	HIGH
NZ_GG657937	673668	673705	R	MEDIUM
NZ_GG657937	673668	673705	R	MEDIUM
NZ_GG657937	673735	673771	R	MEDIUM
NZ_DS995843	59962	59992	NA	NA
NZ_ADOE01000005	7352	7384	F	MEDIUM
NZ_GG696100	20098	20134	F	LOW
NZ_GG696122	1125549	1125586	F	MEDIUM
NZ_EQ999707	19610	19644	F	HIGH
NZ_EQ999707	20858	20892	F	HIGH
NZ_EQ999707	20794	20826	F	HIGH
NZ_AARW02000004	280242	280278	R	MEDIUM
NZ_AARW02000003	443807	443837	F	MEDIUM
NZ_ACZH01000063	14641	14673	R	LOW
NZ_ADCB01000001	401	430	F	LOW
NZ_ADCB01000002	146841	146875	F	LOW
NZ_JH370363	55003	55041	R	LOW
NZ_ADCB01000001	2578	2608	NA	NA
NZ_ADGU01000039	18065	18097	R	LOW
NZ_ADJO01000001	133881	133921	R	MEDIUM
NZ_ADJO01000001	133881	133921	R	MEDIUM
NZ_ADJO01000001	294620	294656	F	LOW
NZ_ADJO01000001	294620	294656	F	LOW
NZ_ADJO01000001	134741	134780	R	MEDIUM
NZ_ADNQ01000044	3072	3110	F	HIGH
NZ_ADNQ01000008	70607	70643	R	HIGH
NZ_ADWA01000028	6348	6378	R	LOW
NZ_MDXJ01000011	100813	100843	F	MEDIUM
NZ_ADWA01000028	6875	6905	R	LOW
NZ_AEDJ01000069	2124	2157	R	MEDIUM
NZ_AEDJ01000069	2254	2291	R	LOW
NZ_AEDI01000108	17081	17114	F	LOW
NZ_AEIC01000054	2023	2057	R	HIGH
NZ_AEIC01000038	29311	29345	R	HIGH
NZ_AEIC01000054	2218	2253	R	HIGH
NZ_AEIC01000024	75171	75205	R	HIGH
NZ_AEIC01000038	24829	24862	R	HIGH
NZ_AEIC01000024	75042	75075	R	HIGH
NZ_JGCZ01000101	1182	1219	R	LOW
NZ_AEIC01000038	28080	28115	R	HIGH
NZ_AEIC01000054	1500	1534	R	HIGH
NZ_AEIC01000038	28986	29021	R	HIGH
NZ_AEIC01000038	28728	28763	R	HIGH
NZ_AEIC01000038	28858	28891	R	HIGH
NZ_AEIC01000038	25674	25709	R	HIGH
NZ_AEIC01000024	75236	75270	R	HIGH
NZ_AEIC01000038	25414	25448	R	HIGH
NZ_GG658107	269483	269520	R	MEDIUM
NZ_ADZY01000114	996	1031	R	HIGH
NZ_JPGQ01000105	260	297	R	LOW
NZ_AFJF01000014	2650	2686	F	LOW
NZ_AFJF01000014	2650	2686	F	LOW
NZ_AGJO01000002	26116	26154	NA	NA
NZ_AGJO01000002	26116	26154	NA	NA
NZ_AFJN01000019	73284	73316	R	HIGH
NZ_AFJN01000009	76439	76471	F	MEDIUM
NZ_AFJN01000009	76928	76960	F	MEDIUM
NZ_AFJN01000009	77355	77387	F	MEDIUM
NZ_AFLY01000044	103831	103863	F	LOW
NZ_KI301973	324171	324208	NA	NA
NZ_AFLY01000044	104256	104288	R	MEDIUM
NZ_AFLY01000044	102854	102886	R	MEDIUM
NZ_AFJM01000051	61929	61960	F	MEDIUM
NZ_AFJM01000051	61929	61960	F	MEDIUM
NZ_AGJI01000022	10600	10632	F	LOW
NZ_AGJI01000022	22788	22820	R	HIGH
NZ_AGJI01000022	12189	12222	F	LOW
NZ_ANGH01000132	7589	7622	F	LOW
NZ_ANGH01000138	13430	13463	F	LOW
NZ_AJSY01000007	78814	78849	R	MEDIUM
NZ_AKWR01000088	1094	1128	F	MEDIUM
NZ_AKWR01000088	950	986	R	LOW
NZ_CP011379	51062	51090	R	MEDIUM
NZ_CP011376	50871	50899	R	MEDIUM
NZ_CP011376	50744	50772	R	MEDIUM
CP022449	1856968	1857002	R	HIGH
NZ_CP011378	51251	51279	R	MEDIUM
NZ_CP011376	50616	50645	F	HIGH
NRCS01000001	258901	258937	F	LOW
NRCS01000001	258969	259005	R	LOW
NRCS01000001	259037	259071	R	HIGH
NZ_LVFC01000007	2695	2731	R	MEDIUM
NZ_FOCG01000001	1975234	1975267	F	MEDIUM
NZ_FOCG01000001	1627466	1627503	F	HIGH
NZ_FOCG01000001	1975033	1975069	F	MEDIUM
NZ_FOCG01000001	1975101	1975134	F	MEDIUM
NZ_FBWO01000133	92435	92472	R	HIGH
NZ_NFIR01000007	123910	123943	F	MEDIUM
NZ_CZAB01000014	73591	73625	R	HIGH
NZ_CZAB01000014	73658	73693	R	HIGH
NZ_CZAB01000014	71769	71804	R	HIGH
NZ_CZAB01000014	71699	71736	R	HIGH
NZ_JH815434	3948	3986	R	MEDIUM
NZ_CZAB01000028	30048	30082	F	HIGH
NZ_CZAB01000014	67935	67968	R	HIGH
NZ_CZAB01000014	73253	73288	R	HIGH
NZ_CZAB01000014	73321	73356	R	HIGH
NZ_CZAB01000028	28388	28423	F	HIGH
NZ_CZAB01000028	27264	27298	F	HIGH
NZ_CZAB01000028	28655	28691	F	HIGH
NZ_CZAB01000014	71971	72006	R	HIGH
NZ_CZAB01000014	72039	72073	R	HIGH
NZ_CZAB01000028	28790	28824	F	HIGH
NZ_ATSY01000004	78367	78403	F	HIGH
NZ_CZAB01000014	68069	68103	R	HIGH
NZ_CZAB01000014	69948	69982	R	HIGH
NZ_CZAB01000028	28057	28091	F	HIGH
NZ_CZAB01000014	75740	75776	R	HIGH
NZ_CZAB01000028	26405	26440	F	HIGH
NZ_MCGH01000003	875363	875396	F	HIGH
NZ_AFQP01000021	191	229	R	MEDIUM
NZ_AFQP01000021	1322	1355	R	LOW
NZ_AFQP01000021	726	759	R	HIGH
NZ_AFQP01000021	58	93	R	MEDIUM
NZ_LQGA01000074	9829	9864	F	HIGH
NZ_AFQP01000021	125	159	R	MEDIUM
NZ_AFQP01000021	58	93	R	MEDIUM
NZ_AFQP01000021	58	93	R	MEDIUM
NZ_AFQP01000021	125	159	R	MEDIUM
NZ_AFQP01000021	125	159	R	MEDIUM
NZ_CP006943	1314505	1314539	F	LOW
NZ_CP007053	5101659	5101694	F	HIGH
NZ_CP007053	5101659	5101694	F	HIGH
NZ_CP007053	5101802	5101840	F	HIGH
NZ_CP007053	5101802	5101840	F	HIGH
NZ_LFYB01000052	2761	2796	F	HIGH
NZ_CP007053	726105	726138	R	LOW
NZ_CP007053	5101947	5101982	F	HIGH
NZ_KB851123	33659	33694	F	HIGH
NZ_KQ235920	184653	184688	R	HIGH
NZ_KB851123	32446	32480	F	HIGH
NZ_KB851120	983219	983252	R	HIGH
NZ_KQ235913	1049634	1049667	R	HIGH
NZ_KB851120	983814	983850	R	HIGH
NZ_KB851120	984145	984179	R	HIGH
NZ_KB851123	33525	33559	F	HIGH
NZ_LFYA01000033	25096	25131	F	HIGH
NZ_KB851043	20238	20271	F	HIGH
NZ_KB851043	19969	20003	F	HIGH
NZ_KB851043	19902	19936	F	HIGH
NZ_KB851034	300253	300287	F	HIGH
NZ_KB851043	19701	19735	F	HIGH
NZ_KB851043	21050	21084	F	HIGH
NZ_KB851034	300186	300221	F	HIGH
NZ_KB851034	299052	299088	F	HIGH
NZ_KB851043	19836	19869	F	HIGH
NZ_KB851034	298723	298757	F	HIGH
NZ_LFYD01000044	6352	6387	R	HIGH
NZ_KB851034	299186	299221	F	HIGH
NZ_KB851043	20644	20678	F	HIGH
NZ_KB851034	299721	299754	F	HIGH
NZ_KB851086	124042	124075	F	HIGH
NZ_KB851034	298921	298954	F	HIGH
NZ_KB851034	298921	298954	F	HIGH
NZ_KB851034	298789	298823	F	HIGH
NZ_KB851034	298855	298889	F	HIGH
NZ_KB851034	299253	299287	F	HIGH
NZ_KB851086	125106	125139	F	HIGH
NZ_MLYM01000024	13954	13988	R	HIGH
NZ_KB851034	299985	300018	F	HIGH
NZ_KB851065	34466	34502	F	HIGH
NZ_KB851021	52338	52373	F	HIGH
NZ_KB851034	298593	298627	F	HIGH
NZ_KB851173	64035	64068	R	HIGH
CP028288	1063484	1063514	R	LOW
NZ_PGDM01000017	73301	73333	F	MEDIUM
NZ_PGDL01000016	73197	73229	F	MEDIUM
NZ_PGDK01000017	73301	73333	F	MEDIUM
NZ_PGDJ01000006	236438	236470	R	MEDIUM
NZ_LQCY01000022	9829	9864	F	HIGH
NZ_PGDI01000003	147018	147050	F	MEDIUM
NZ_PGDH01000031	111	143	F	LOW
NZ_PGDG01000005	147017	147049	F	MEDIUM
NZ_PGDF01000008	73184	73216	F	MEDIUM
NZ_PGDE01000021	186	218	R	MEDIUM
NZ_PGDM01000017	73545	73577	F	MEDIUM
NZ_PGDL01000016	73441	73473	F	MEDIUM
NZ_PGDK01000017	73545	73577	F	MEDIUM
NZ_PGDJ01000006	236194	236226	R	HIGH
NZ_PGDI01000003	147262	147294	F	MEDIUM
NZ_LQDD01000062	9829	9864	F	HIGH
NZ_PGDH01000031	355	387	F	MEDIUM
NZ_PGDG01000005	147261	147293	F	MEDIUM
NZ_PGDF01000008	73428	73460	F	MEDIUM
NZ_PGDE01000008	142	174	F	HIGH
NZ_PGDM01000017	74155	74187	F	MEDIUM
CP022449	1856968	1857002	R	HIGH
NZ_PGDL01000016	74051	74083	F	MEDIUM
NZ_PGDK01000017	74155	74187	F	MEDIUM
NZ_PGDJ01000006	235584	235616	R	MEDIUM
NZ_PGDI01000003	147872	147904	F	MEDIUM
NZ_PGDH01000031	965	997	F	MEDIUM
NZ_LQDZ01000045	9829	9864	F	HIGH
NZ_PGDG01000005	147871	147903	F	MEDIUM
NZ_PGDF01000008	74038	74070	F	MEDIUM
NZ_PGDE01000008	752	784	F	MEDIUM
NZ_NEQA01000067	1025	1057	F	MEDIUM
NZ_NEQA01000067	2828	2860	F	MEDIUM
NZ_NEQA01000067	725	757	F	HIGH
NZ_PTLV01000131	15299	15331	R	LOW
NFEZ01000004	2326387	2326424	F	HIGH
NZ_CP020370	1879167	1879206	F	LOW
NZ_CP020370	1879167	1879206	F	LOW
NZ_LQEV01000058	9840	9875	F	HIGH
NZ_CP022139	1055582	1055614	F	HIGH
NZ_CP022139	1045737	1045769	F	MEDIUM
NZ_CP022139	1055399	1055431	F	MEDIUM
NZ_CP022139	1047019	1047051	F	MEDIUM
NZ_CP022139	1046531	1046563	F	LOW
NZ_CP022139	1055155	1055187	F	MEDIUM
NZ_FNVE01000005	201480	201512	F	HIGH
NZ_FNVE01000005	201780	201812	F	HIGH
NZ_NBYK01000005	24071	24103	F	HIGH
NZ_NBYK01000005	24371	24403	F	HIGH
NZ_LQEZ01000041	9829	9864	F	HIGH
NZ_MXWQ01000054	19596	19629	R	MEDIUM
NZ_MXWQ01000054	18620	18652	R	HIGH
NZ_MXWQ01000054	18681	18713	R	HIGH
NZ_MXYL01000013	5026	5058	R	HIGH
NZ_MXVT01000076	581	613	R	HIGH
NZ_MXYL01000013	5209	5241	R	HIGH
NZ_MXVT01000076	275	307	R	HIGH
NZ_MXYL01000013	4903	4935	R	HIGH
NZ_MXVT01000179	1227	1259	F	MEDIUM
NZ_MXYL01000016	1226	1258	F	MEDIUM
NZ_LQFQ01000039	9829	9864	F	HIGH
NZ_MXVT01000001	160903	160935	R	HIGH
NZ_MXVT01000179	1288	1320	F	LOW
NZ_MXYL01000016	1287	1319	F	LOW
NZ_MXYL01000016	1470	1502	F	HIGH
NZ_MXVT01000179	1471	1503	F	HIGH
NZ_MXVT01000121	11	43	R	HIGH
NZ_MXYL01000057	747	779	R	HIGH
NZ_MXVT01000076	825	857	R	HIGH
NZ_MXYL01000013	5453	5485	R	HIGH
NZ_MXVT01000001	160598	160630	R	HIGH
NZ_LQFX01000038	9829	9864	F	HIGH
NZ_MXVT01000179	617	649	F	MEDIUM
NZ_MXYL01000016	616	648	F	MEDIUM
NZ_MXYL01000057	76	108	R	HIGH
NZ_MXVT01000179	1532	1564	F	HIGH
NZ_MXYL01000016	1531	1563	F	HIGH
NZ_MXVT01000076	398	430	R	HIGH
NZ_MXVT01000179	678	710	F	MEDIUM
NZ_MXYL01000016	677	709	F	MEDIUM
NZ_MXVT01000121	377	409	R	HIGH
NZ_MXYL01000057	1113	1145	R	HIGH
NC_021883	1068803	1068838	F	HIGH
NZ_MXYL01000016	1409	1441	F	HIGH
NZ_MXVT01000179	1410	1442	F	HIGH
NZ_MXVT01000179	556	588	F	MEDIUM
NZ_MXYL01000016	555	587	F	MEDIUM
NZ_MXYL01000057	381	413	R	HIGH
NZ_MXVH01000008	107897	107929	R	HIGH
NZ_MXVH01000008	108507	108539	R	HIGH
NZ_MXVH01000008	108446	108478	R	HIGH
NZ_MXVH01000008	121589	121621	R	HIGH
NZ_MXVH01000008	108568	108600	R	HIGH
NC_021082	1577535	1577570	F	HIGH
NZ_MXVH01000008	121650	121682	R	HIGH
NZ_MXVH01000008	121956	121988	R	HIGH
NZ_MXLU01000188	321	353	R	MEDIUM
NZ_MXLU01000018	94326	94358	R	MEDIUM
NZ_MTIG01000005	15581	15613	R	LOW
NZ_CP020345	888546	888578	R	HIGH
NZ_MTEA01000005	121595	121627	F	MEDIUM
NZ_MTDZ01000005	121595	121627	F	MEDIUM
NZ_MTEB01000001	101654	101686	F	LOW
NZ_CP020345	1389931	1389963	F	MEDIUM
NZ_AOGP01000054	63553	63588	F	HIGH
NZ_CP020345	1389931	1389963	F	MEDIUM
NZ_CP020345	887165	887197	F	MEDIUM
NZ_CP020345	887285	887317	F	HIGH
NZ_CP020345	1389931	1389963	F	MEDIUM
NZ_CP020345	1389991	1390023	F	MEDIUM
NZ_CP020345	887165	887197	F	MEDIUM
NZ_CP020345	887285	887317	F	HIGH
NZ_CP020345	887465	887497	F	MEDIUM
NZ_CP020345	888906	888938	F	HIGH
NZ_CP020345	887465	887497	F	MEDIUM
NZ_ATSY01000004	77901	77936	F	HIGH
NZ_MTEA01000005	120514	120546	F	MEDIUM
NZ_MTEA01000005	121655	121687	F	HIGH
NZ_MTDZ01000005	120514	120546	F	MEDIUM
NZ_MTDZ01000005	121655	121687	F	HIGH
NZ_CP020345	888906	888938	F	HIGH
NZ_CP020345	1389931	1389963	F	MEDIUM
NZ_MTEA01000001	183845	183877	F	MEDIUM
NZ_MTDZ01000001	183863	183895	F	MEDIUM
NZ_MTIG01000001	112417	112449	F	MEDIUM
NZ_CP020345	887165	887197	F	MEDIUM
NZ_MLYL01000008	13954	13988	R	HIGH
NZ_CP020345	887285	887317	F	HIGH
NZ_CP020345	887165	887197	F	MEDIUM
NZ_CP020345	887285	887317	F	HIGH
NZ_MTEA01000005	120214	120246	F	MEDIUM
NZ_MTEA01000005	120334	120366	F	HIGH
CP022449	1856968	1857002	R	HIGH
NZ_MTDZ01000005	120214	120246	F	MEDIUM
NZ_MTDZ01000005	120334	120366	F	HIGH
NZ_MTIG01000005	15761	15793	F	MEDIUM
NZ_MTIG01000001	111637	111669	F	MEDIUM
NZ_MTIG01000001	111577	111609	F	MEDIUM
NZ_LQFD01000074	9829	9864	F	HIGH
NZ_CP020345	888726	888758	F	MEDIUM
NZ_MTEC01000001	101654	101686	F	LOW
NZ_JQGS01000065	619	651	F	MEDIUM
NZ_JQGS01000065	557	590	F	MEDIUM
NZ_JQGS01000093	28467	28499	R	MEDIUM
NZ_JQGS01000065	741	774	F	LOW
NZ_JQGS01000065	496	528	F	MEDIUM
NZ_JQGS01000093	29322	29354	R	HIGH
NZ_LQFG01000065	9829	9864	F	HIGH
NZ_JQGS01000065	803	835	F	LOW
NZ_JQGS01000065	130	162	F	MEDIUM
NZ_JQGS01000093	28894	28926	R	HIGH
NZ_JQGS01000093	29016	29048	R	HIGH
NZ_JQGS01000093	28711	28742	R	HIGH
NZ_JQGS01000093	28528	28560	R	MEDIUM
NZ_JQGS01000065	191	223	F	MEDIUM
NZ_FNPE01000018	77205	77238	R	HIGH
NZ_FNPE01000018	76014	76048	R	HIGH
NZ_LFXV01000012	13872	13909	R	HIGH
NZ_FNPE01000018	75553	75586	R	MEDIUM
NZ_JPZQ01000007	29	64	F	LOW
NZ_JPZS01000005	29	64	F	LOW
NZ_JQEK01000055	177270	177305	F	LOW
NZ_JQEL01000006	29	64	F	LOW
NZ_JPZQ01000007	94	129	F	LOW
NZ_JPZS01000005	94	129	F	LOW
NZ_JQEK01000055	177205	177240	F	LOW
NZ_JQEL01000006	94	129	F	LOW
NZ_BCTC01000130	15385	15417	F	MEDIUM
NZ_LFXX01000055	4019	4057	R	HIGH
NZ_BCTC01000130	15807	15839	F	MEDIUM
NZ_BCTC01000028	64286	64318	F	MEDIUM
NZ_BCTC01000130	15325	15357	F	MEDIUM
NZ_BCTC01000028	61999	62031	F	MEDIUM
NZ_BCTC01000028	62059	62091	F	MEDIUM
NZ_BCTC01000028	63625	63657	F	MEDIUM
NZ_BCTC01000130	10459	10491	F	MEDIUM
NZ_BCTC01000130	13341	13373	F	LOW
NZ_CZAU01000061	3175	3211	R	LOW
NZ_CZAU01000061	12047	12083	R	MEDIUM
NZ_LFXY01000067	5056	5093	R	HIGH
NZ_LHQT01000035	10921	10953	F	MEDIUM
NZ_LHQT01000035	11348	11380	F	MEDIUM
NZ_LHQT01000035	11165	11197	F	MEDIUM
NZ_LHQT01000035	11165	11197	F	MEDIUM
NZ_JVRZ01000045	41915	41947	F	HIGH
NZ_JVRY01000039	217074	217106	F	HIGH
NZ_JVRZ01000045	42618	42650	F	MEDIUM
NZ_JVRZ01000045	40712	40744	F	HIGH
NZ_JVRY01000039	217777	217809	F	MEDIUM
NZ_JVRY01000039	215871	215903	F	HIGH
NZ_LFYE01000059	7388	7426	R	HIGH
NZ_JDFY01000001	2196319	2196351	F	HIGH
NZ_JDFY01000001	2196920	2196952	F	MEDIUM
NZ_JDFY01000001	2197040	2197072	F	MEDIUM
NZ_PZZQ01000008	26991	27025	R	HIGH
NZ_AWYA01000076	12684	12722	F	HIGH
NZ_AWYA01000102	21003	21037	R	MEDIUM
NZ_JMKI01000003	30643	30672	R	MEDIUM
NZ_JMKI01000006	710	745	F	LOW
NZ_JMKI01000006	775	810	F	LOW
NZ_JPZR01000007	29	66	F	LOW
NZ_ATSZ01000017	4286	4324	R	HIGH
NZ_JPZR01000007	94	131	F	LOW
NZ_AHOP02000060	61264	61296	R	MEDIUM
NZ_AHOP02000060	61264	61296	R	MEDIUM
NZ_KK082454	159610	159642	R	HIGH
NZ_KK082454	148278	148310	R	HIGH
NZ_KK082454	149010	149042	R	HIGH
NZ_KK082454	160159	160191	R	HIGH
NZ_MXLW01000015	130	162	F	LOW
NZ_MXLW01000015	313	345	F	MEDIUM
NZ_MXLW01000012	116730	116762	F	LOW
NZ_GG700630	443093	443126	F	MEDIUM
NZ_JQRU01000200	555	591	F	LOW
NC_016112	2437203	2437242	R	HIGH
NZ_FMTW01000006	27175	27209	R	HIGH
NZ_DS996351	166635	166667	F	HIGH
NZ_CP027530	3049195	3049227	F	HIGH
NZ_NHRP01000009	12026	12058	F	HIGH
NZ_NHRP01000009	5660	5692	F	HIGH
NZ_MLJU01000071	63493	63525	F	MEDIUM
NZ_MLJU01000071	63853	63885	F	MEDIUM
NZ_CDEL01000165	67112	67144	F	MEDIUM
NZ_CVQW01000008	269350	269383	R	LOW
NZ_CDEL01000295	22313	22345	R	LOW
NZ_CDEL01000260	7052	7084	F	MEDIUM
NZ_NHRP01000009	8844	8876	F	HIGH
NZ_NHRP01000009	7221	7253	R	HIGH
NZ_NHRP01000009	1639	1671	F	HIGH
NZ_NHRP01000009	4639	4671	F	HIGH
NZ_NHRP01000009	5120	5152	F	HIGH
NZ_NHRP01000009	12266	12298	F	LOW
NZ_MLJU01000071	62058	62090	F	HIGH
NZ_AKWG02000008	26500	26537	F	HIGH
NZ_AZEQ01000010	74515	74547	R	LOW
NZ_AKWG02000008	26212	26247	F	HIGH
NZ_AKWG02000008	26212	26247	F	HIGH
NZ_AKWG02000008	26212	26247	F	HIGH
NZ_AKWG02000008	26429	26464	F	HIGH
NZ_AKWG02000008	26069	26103	F	HIGH
CP022449	1857029	1857063	NA	NA
NZ_AKWG02000008	25998	26033	F	HIGH
NZ_AKWG02000008	26139	26176	F	HIGH
NZ_AKWG02000008	26644	26680	F	HIGH
NZ_AKWG02000008	26573	26608	F	HIGH
NZ_AKWG02000008	26573	26608	F	HIGH
NZ_JH993797	3628753	3628787	F	HIGH
NZ_AKWG02000008	26573	26608	F	HIGH
NZ_AKWG02000008	26283	26322	F	HIGH
NZ_AKWG02000008	26283	26322	F	HIGH
NZ_AKWG02000008	26283	26322	F	HIGH
NZ_AKWG02000008	26429	26464	F	HIGH
NZ_AKWG02000010	35166	35201	R	HIGH
NZ_AKWG02000008	26358	26393	F	HIGH
NZ_AHQX01000093	21344	21376	F	LOW
NZ_AHNU02000065	88465	88497	R	HIGH
NZ_JQRP01000031	17915	17949	F	LOW
NZ_AEKI01000021	813	847	F	LOW
NZ_JQRQ01000001	21601	21632	F	MEDIUM
NZ_AHQX01000083	18016	18050	F	MEDIUM
NZ_AHQX01000093	21527	21559	F	LOW
NZ_AHNU02000065	88282	88314	R	HIGH
NZ_AHQX01000093	21405	21437	R	LOW
NZ_AHNU02000065	88404	88436	R	LOW
NZ_AHQX01000093	21283	21315	R	LOW
NZ_AHNU02000065	88526	88558	R	HIGH
NZ_AHNU02000065	87795	87826	R	LOW
NZ_JQRR01000156	2419	2451	F	MEDIUM
NZ_CZAZ01000032	66798	66833	F	HIGH
NZ_AHQX01000093	21466	21498	F	MEDIUM
NZ_AHQX01000088	28058	28090	F	MEDIUM
NZ_MSFX01000028	42935	42968	R	MEDIUM
NZ_JQQA01000117	18171	18204	F	MEDIUM
NZ_JQRP01000031	17977	18010	F	MEDIUM
NZ_JQRP01000017	20740	20773	R	LOW
NZ_AHOQ02000039	178837	178869	F	MEDIUM
NZ_AHOQ02000039	178471	178503	F	MEDIUM
NZ_AHOQ02000039	178288	178320	F	LOW
NZ_AHOQ02000050	44636	44668	R	LOW
NZ_CZAZ01000032	58293	58328	F	HIGH
NZ_AHOQ02000050	44575	44607	R	LOW
NZ_AHOF02000009	163845	163877	F	MEDIUM
NZ_AHOH02000008	114050	114082	R	MEDIUM
NZ_AHOH02000008	29547	29579	R	HIGH
NZ_AHOF02000009	269072	269104	F	MEDIUM
NZ_AHOF02000031	52166	52198	R	MEDIUM
NZ_AHOF02000009	163784	163816	F	MEDIUM
NZ_AHOH02000010	164531	164560	R	LOW
NZ_AHOH02000014	633045	633077	F	MEDIUM
NZ_AHOH02000008	29790	29822	R	HIGH
NZ_LEEE01000022	28160	28192	F	HIGH
NZ_AHOH02000014	633472	633504	F	MEDIUM
NZ_AHOK02000026	49042	49074	R	MEDIUM
NZ_AHOK02000026	49042	49074	R	MEDIUM
NZ_AHOK02000047	16806	16844	R	MEDIUM
NZ_AHOK02000026	49407	49439	R	MEDIUM
NZ_AOHA02000046	38646	38678	F	LOW
NZ_AKWD02000029	54444	54477	F	HIGH
NZ_AKWD02000064	108689	108725	F	HIGH
NZ_BANU01000023	3563	3596	R	LOW
NZ_AKWD02000029	54154	54189	F	HIGH
NZ_AKWD02000062	65796	65833	R	HIGH
MPIA01000015	204735	204767	F	MEDIUM
